エリア,No.,落札日,案件名,機関（発注者名）,落札会社名,落札価格（円）,支店名,電話番号,担当者,メールアドレス,Mazricaコンタクト,アプローチ方法,ステータス,最終接点日,Malme担当,アクション履歴
四国,1093,2026/3/3,令和7ー8年度 重信川出張所庁舎耐震改修設計外業務,国土交通省(MLIT) 四国地方整備局,株式会社ハウジング総合コンサルタント,17000000,,,,,,,,,,
四国,1094,2026/3/9,令和7ー8年度 32号改築防災地質調査業務,国土交通省(MLIT) 四国地方整備局,株式会社基礎建設コンサルタント,30400000,,,,,,,,,,
四国,1095,2026/2/26,令和7ー9年度 徳島地方合同庁舎改修工事監理業務,国土交通省(MLIT) 四国地方整備局,株式会社宮建築設計,16900000,,,,,,,,,,
四国,1096,2026/3/13,令和7ー8年度 物部川流量観測業務,国土交通省(MLIT) 四国地方整備局,株式会社宮崎測量設計コンサルタント,11000000,,,,,,,,,,
四国,1097,2026/1/15,令和7年度 中村道路工事積算技術支援業務,国土交通省(MLIT) 四国地方整備局,株式会社建設マネジメント四国,50790000,,,,,,,,,,
四国,1098,2026/3/3,令和7ー8年度 物部川・仁淀川河川環境基図作成外業務,国土交通省(MLIT) 四国地方整備局,株式会社建設環境研究所,22790000,,,,,,,,,,
四国,1099,2026/3/5,令和7ー8年度 山鳥坂ダム機械関係管理設備詳細設計業務,国土交通省(MLIT) 四国地方整備局,株式会社建設技術研究所,26310000,,,,,,,,,,
四国,1100,2026/3/11,令和7ー8年度 ダム管理手法高度化検討業務,国土交通省(MLIT) 四国地方整備局,株式会社建設技術研究所,57772000,,,,,,,,,,
四国,1101,2026/3/6,令和7ー8年度 江川排水機場無水化設計業務,国土交通省(MLIT) 四国地方整備局,株式会社建設技術研究所,29080000,,,,,,,,,,
四国,1102,2026/3/24,令和7ー8年度 旧吉野川治水対策検討業務,国土交通省(MLIT) 四国地方整備局,株式会社建設技術研究所,39974000,,,,,,,,,,
四国,1103,2026/3/24,令和7ー8年度 吉野川下流域施設検討業務,国土交通省(MLIT) 四国地方整備局,株式会社建設技術研究所,49940000,,,,,,,,,,
四国,1104,2026/3/24,令和7ー8年度 八宗田排水機場改築検討業務,国土交通省(MLIT) 四国地方整備局,株式会社建設技術研究所,53911000,,,,,,,,,,
四国,1105,2026/3/18,令和7ー8年度 物部川治水計画検討業務,国土交通省(MLIT) 四国地方整備局,株式会社建設技術研究所,20724000,,,,,,,,,,
四国,1106,2026/2/4,令和7ー8年度 中村管内水位計設置外設計業務,国土交通省(MLIT) 四国地方整備局,株式会社建設技術研究所,36020000,,,,,,,,,,
四国,1107,2026/2/24,令和7ー8年度 山路堤防(下流側)用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社荒谷建設コンサルタント,23620000,,,,,,,,,,
四国,1108,2026/3/5,令和7ー8年度 鹿野川ダム電気通信施設設計業務,国土交通省(MLIT) 四国地方整備局,株式会社四電技術コンサルタント,15100000,,,,,,,,,,
四国,1109,2026/3/2,令和7ー8年度 長安口ダム放流警報設備設計業務,国土交通省(MLIT) 四国地方整備局,株式会社四電技術コンサルタント,13250000,,,,,,,,,,
四国,1110,2026/2/24,令和7ー8年度 四国技術事務所受変電設備外設計業務,国土交通省(MLIT) 四国地方整備局,株式会社四電技術コンサルタント,7470000,,,,,,,,,,
四国,1111,2026/3/5,令和7ー8年度 四国山地砂防事務所A棟耐震改修実施設計業務,国土交通省(MLIT) 四国地方整備局,株式会社四電技術コンサルタント,8450000,,,,,,,,,,
四国,1112,2026/2/27,令和7ー8年度 石手川ダム電気通信施設設計業務,国土交通省(MLIT) 四国地方整備局,株式会社四電技術コンサルタント,7350000,,,,,,,,,,
四国,1113,2025/12/23,令和7ー8年度 松山管内電線共同溝管理台帳作成(その2)業務,国土交通省(MLIT) 四国地方整備局,株式会社四電技術コンサルタント,10800000,,,,,,,,,,
四国,1114,2026/2/27,令和7ー8年度 徳島管内電線共同溝設計業務,国土交通省(MLIT) 四国地方整備局,株式会社四電技術コンサルタント,11050000,,,,,,,,,,
四国,1115,2025/12/19,令和7ー8年度 野村ダム施設詳細設計業務,国土交通省(MLIT) 四国地方整備局,株式会社四電技術コンサルタント,14500000,,,,,,,,,,
四国,1116,2026/3/13,令和7ー8年度 吉野川上流流量観測外1件業務,国土交通省(MLIT) 四国地方整備局,株式会社昭和コンサルタント,24500000,,,,,,,,,,
四国,1117,2026/3/13,令和7ー8年度 吉野川下流流量観測外1件業務,国土交通省(MLIT) 四国地方整備局,株式会社松本コンサルタント,22800000,,,,,,,,,,
四国,1118,2026/3/13,令和7ー8年度 仁淀川下流流量観測業務,国土交通省(MLIT) 四国地方整備局,株式会社相愛,19320000,,,,,,,,,,
四国,1119,2026/3/5,令和7ー8年度 仁淀川伊野地区測量業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,3770000,,,,,,,,,,
四国,1120,2026/3/13,令和7ー8年度 仁淀川上流流量観測業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,14000000,,,,,,,,,,
四国,1121,2026/3/5,令和7ー8年度 小松バイパス設計業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,14400000,,,,,,,,,,
四国,1122,2026/3/6,令和7ー8年度 佐賀大方道路残土処理場外設計業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,49090000,,,,,,,,,,
四国,1123,2026/3/12,令和7ー8年度 野根安倉道路道路詳細設計外(その2)業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,34740000,,,,,,,,,,
四国,1124,2026/2/24,令和7ー8年度 宮岡堤防(上流工区)用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,17860000,,,,,,,,,,
四国,1125,2026/2/26,令和7ー8年度 北地歩道外管内設計業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,25610000,,,,,,,,,,
四国,1126,2026/2/16,令和7ー8年度 山路堤防(山側)用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,22517000,,,,,,,,,,
四国,1127,2025/12/10,令和7ー8年度 中村管内歩道外設計業務,国土交通省(MLIT) 四国地方整備局,株式会社第一コンサルタンツ,18730000,,,,,,,,,,
四国,1128,2026/1/30,令和7ー8年度 松山管内地質調査業務,国土交通省(MLIT) 四国地方整備局,株式会社地研,20310000,,,,,,,,,,
四国,1129,2026/2/5,令和7ー8年度 奈半利安芸道路地質調査その3業務,国土交通省(MLIT) 四国地方整備局,株式会社地研,35260000,,,,,,,,,,
四国,1130,2026/3/18,令和7ー8年度 新安田川橋予備設計業務,国土交通省(MLIT) 四国地方整備局,株式会社長大,33671000,,,,,,,,,,
四国,1131,2026/2/9,令和7ー8年度 土佐管内橋梁基礎耐震性能照査業務,国土交通省(MLIT) 四国地方整備局,株式会社長大,22170000,,,,,,,,,,
四国,1132,2026/1/30,令和7ー8年度 土佐清水海上保安署外設計その2業務,国土交通省(MLIT) 四国地方整備局,株式会社都市環境設計,20680000,,,,,,,,,,
四国,1133,2026/3/6,令和7ー8年度 神宮入江川排水機場無水化設計業務,国土交通省(MLIT) 四国地方整備局,株式会社東京建設コンサルタント,29700000,,,,,,,,,,
四国,1134,2026/3/4,令和7ー8年度 新宇治川排水機場外駆動設備等検討業務,国土交通省(MLIT) 四国地方整備局,株式会社東京建設コンサルタント,46100000,,,,,,,,,,
四国,1135,2026/2/17,令和7ー8年度 戸川視距改良用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社二川設計,3050000,,,,,,,,,,
四国,1136,2026/2/9,令和7ー8年度 インター東線(来住町地区)用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社二川設計,19120000,,,,,,,,,,
四国,1137,2026/2/16,令和7ー8年度 山路堤防(上流側)用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社二川設計,23680000,,,,,,,,,,
四国,1138,2026/2/24,令和7ー8年度 肱川河川管理施設測量設計業務,国土交通省(MLIT) 四国地方整備局,株式会社富士建設コンサルタント,12440000,,,,,,,,,,
四国,1139,2026/2/18,令和7ー8年度 重信川河川管理施設補修設計外業務,国土交通省(MLIT) 四国地方整備局,株式会社富士建設コンサルタント,9746000,,,,,,,,,,
四国,1140,2026/2/19,令和7ー8年度 宮岡堤防(下流工区)用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社富士建設コンサルタント,18580000,,,,,,,,,,
四国,1141,2026/1/21,令和7ー8年度 松山管内防災設計業務,国土交通省(MLIT) 四国地方整備局,株式会社芙蓉コンサルタント,11300000,,,,,,,,,,
四国,1142,2026/3/13,令和7ー8年度 大洲管内道路附属物点検(その4)業務,国土交通省(MLIT) 四国地方整備局,株式会社芙蓉コンサルタント,41370000,,,,,,,,,,
四国,1143,2026/3/3,令和7ー8年度 新居浜バイパス設計業務,国土交通省(MLIT) 四国地方整備局,株式会社芙蓉コンサルタント,21880000,,,,,,,,,,
四国,1144,2026/1/23,令和7ー8年度 重信川水系砂防設備補修設計他業務,国土交通省(MLIT) 四国地方整備局,株式会社芙蓉コンサルタント,25300000,,,,,,,,,,
四国,1145,2026/3/6,令和7ー8年度土器川改修(飯野上流箇所)事業損失事前調査業務,国土交通省(MLIT) 四国地方整備局,株式会社補償実務,9500000,,,,,,,,,,
四国,1146,2026/3/2,令和7ー8年度 宿毛内海道路垣内北トンネル地質調査業務,国土交通省(MLIT) 四国地方整備局,基礎地盤コンサルタンツ株式会社,49690000,,,,,,,,,,
四国,1147,2026/2/27,令和7ー8年度 津島道路地質調査(その1)業務,国土交通省(MLIT) 四国地方整備局,基礎地盤コンサルタンツ株式会社,36720000,,,,,,,,,,
四国,1148,2026/3/2,令和7ー8年度 宿毛内海道路地質調査(3ー2工区)業務,国土交通省(MLIT) 四国地方整備局,共立工営株式会社,39660000,,,,,,,,,,
四国,1149,2026/3/13,令和7ー8年度 山鳥坂ダム残土処理場外設計業務,国土交通省(MLIT) 四国地方整備局,協和設計株式会社,76824000,,,,,,,,,,
四国,1150,2026/2/18,令和7ー8年度 安並地区外地質調査業務,国土交通省(MLIT) 四国地方整備局,興和技建株式会社,12936000,,,,,,,,,,
四国,1151,2026/1/23,令和7ー8年度 吉野川水系砂防設備補修設計他業務,国土交通省(MLIT) 四国地方整備局,構営技術コンサルタント株式会社,28850000,,,,,,,,,,
四国,1152,2026/2/6,令和7ー8年度 吉野川・旧吉野川測量業務,国土交通省(MLIT) 四国地方整備局,剛測量設計株式会社,12000000,,,,,,,,,,
四国,1153,2026/3/5,令和7ー8年度 仁淀川三次元管内図更新業務,国土交通省(MLIT) 四国地方整備局,国際航業株式会社,4950000,,,,,,,,,,
四国,1154,2026/3/2,令和8年度 宿毛内海道路事業監理業務,国土交通省(MLIT) 四国地方整備局,四国クリエイト協会・建設技術研究所設計共同体,,,,,,,,,,,
四国,1155,2026/3/6,令和7ー8年度高知海岸香南工区(赤岡・岸本)堤防詳細設計業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,24300000,,,,,,,,,,
四国,1156,2026/2/17,令和7ー8年度 崩口川橋耐震補強設計外業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,53700000,,,,,,,,,,
四国,1157,2026/3/9,令和7ー8年度 徳島南環状道路設計外(その1)業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,25000000,,,,,,,,,,
四国,1158,2026/3/5,令和7ー8年度 仁淀川高岡地区地質調査業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,10660000,,,,,,,,,,
四国,1159,2026/3/5,令和7ー8年度 松山外環状道路設計業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,22600000,,,,,,,,,,
四国,1160,2026/3/10,令和7ー8年度 広島堤防詳細設計業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,26750000,,,,,,,,,,
四国,1161,2026/3/10,令和7ー8年度 野村ダム管理施設老朽化対策設計外業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,19910000,,,,,,,,,,
四国,1162,2026/3/6,令和7ー8年度 宿毛内海道路(1工区)地質調査(その4)業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,24480000,,,,,,,,,,
四国,1163,2026/3/2,令和7ー8年度 宿毛内海道路(2ー1工区)設計(その2)業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,27740000,,,,,,,,,,
四国,1164,2026/3/5,令和7ー8年度 今治道路設計(その2)業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,38300000,,,,,,,,,,
四国,1165,2026/3/3,令和7ー8年度 吉野川構造物設計外業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,26000000,,,,,,,,,,
四国,1166,2026/3/2,令和7ー8年度 宿毛内海道路地質調査(3ー1工区)業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,36390000,,,,,,,,,,
四国,1167,2026/3/2,令和7ー8年度 宿毛内海道路貝塚トンネル外地質調査業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,46730000,,,,,,,,,,
四国,1168,2026/3/12,令和7ー8年度 土佐管内構造物設計外業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,34690000,,,,,,,,,,
四国,1169,2026/3/3,令和7ー8年度 桑野川堤防設計業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,14100000,,,,,,,,,,
四国,1170,2026/2/10,令和7ー8年度 香川管内交通安全対策設計業務,国土交通省(MLIT) 四国地方整備局,四国建設コンサルタント株式会社,20500000,,,,,,,,,,
