エリア,No.,落札日,案件名,機関（発注者名）,落札会社名,落札価格（円）,支店名,電話番号,担当者,メールアドレス,Mazricaコンタクト,アプローチ方法,ステータス,最終接点日,Malme担当,アクション履歴
中国,926,2026/3/11,令和7年度神戸川堤防観測外その2業務,国土交通省(MLIT) 中国地方整備局,出雲グリーン株式会社,35670000,,,,,,,,,,
中国,927,2026/3/11,令和7年度岡山三川河川管理施設評価業務,国土交通省(MLIT) 中国地方整備局,日本工営株式会社,37370000,,,,,,,,,,
中国,928,2026/3/11,令和7年度旭川ダム再生測量業務(取り止め),国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,28480000,,,,,,,,,,
中国,929,2026/3/11,令和7年度旭川ダム再生測量業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,28480000,,,,,,,,,,
中国,930,2026/3/11,令和7年度松江国道事務所管内附属物点検その4業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,53850000,,,,,,,,,,
中国,931,2026/3/11,令和7年度出雲バイパス家屋調査その3業務,国土交通省(MLIT) 中国地方整備局,北陽技建株式会社,39950000,,,,,,,,,,
中国,932,2026/3/12,令和7年度柳井地区用地調査等業務,国土交通省(MLIT) 中国地方整備局,シンワ技研コンサルタント株式会社,27580000,,,,,,,,,,
中国,933,2026/3/12,令和7年度益田西道路戸田地区外測量設計業務,国土交通省(MLIT) 中国地方整備局,シンワ技研コンサルタント株式会社,34190000,,,,,,,,,,
中国,934,2026/3/12,令和7年度大井・萩道路猪ノ熊跨線橋橋梁詳細設計業務,国土交通省(MLIT) 中国地方整備局,パシフィックコンサルタンツ株式会社,131230000,,,,,,,,,,
中国,935,2026/3/12,令和7年度大井・萩道路椿地区用地調査等その1業務,国土交通省(MLIT) 中国地方整備局,株式会社ウエスコ,14160000,,,,,,,,,,
中国,936,2026/3/12,令和7年度山口トンネル点検業務,国土交通省(MLIT) 中国地方整備局,株式会社エイト日本技術開発,145960000,,,,,,,,,,
中国,937,2026/3/12,令和7年度山口西部橋梁点検業務,国土交通省(MLIT) 中国地方整備局,株式会社エイト日本技術開発,120740000,,,,,,,,,,
中国,938,2026/3/12,令和7年度中海外家屋調査業務,国土交通省(MLIT) 中国地方整備局,株式会社エスジーズ,42000000,,,,,,,,,,
中国,939,2026/3/12,令和7年度山口管内通信鉄塔耐震診断業務,国土交通省(MLIT) 中国地方整備局,株式会社オリエンタルコンサルタンツ,8460000,,,,,,,,,,
中国,940,2026/3/12,令和7年度江の川上流リスクマップ作成他業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,30250000,,,,,,,,,,
中国,941,2026/3/12,令和7年度平生地区用地調査等業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,31720000,,,,,,,,,,
中国,942,2026/3/12,令和7年度山口管内修繕設計他業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,22890000,,,,,,,,,,
中国,943,2026/3/12,令和7年度柳井・平生バイパス用地補償総合技術業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,17960000,,,,,,,,,,
中国,944,2026/3/12,令和7年度益田西道路白上地区外測量設計業務,国土交通省(MLIT) 中国地方整備局,株式会社福山コンサルタント,33380000,,,,,,,,,,
中国,945,2026/3/12,令和7年度松江国道事務所管内交安外測量設計その2業務,国土交通省(MLIT) 中国地方整備局,中電技術コンサルタント株式会社,22400000,,,,,,,,,,
中国,946,2026/3/12,令和7年度小瀬川耐震設計外業務,国土交通省(MLIT) 中国地方整備局,八千代エンジニヤリング株式会社,35360000,,,,,,,,,,
中国,947,2026/3/12,令和7年度山口東部橋梁点検業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,104210000,,,,,,,,,,
中国,948,2026/3/13,令和7年度柳井・平生バイパス構造物設計業務,国土交通省(MLIT) 中国地方整備局,いであ株式会社,38900000,,,,,,,,,,
中国,949,2026/3/13,令和7年度藤生長野バイパス保津橋詳細設計業務,国土交通省(MLIT) 中国地方整備局,いであ株式会社,31600000,,,,,,,,,,
中国,950,2026/3/13,令和7年度三隅・長門道路浅田地区外地質調査業務,国土交通省(MLIT) 中国地方整備局,サンヨーコンサルタント株式会社,24500000,,,,,,,,,,
中国,951,2026/3/13,令和7年度出雲バイパス外測量設計業務,国土交通省(MLIT) 中国地方整備局,セントラルコンサルタント株式会社,37070000,,,,,,,,,,
中国,952,2026/3/13,令和7年度藤生長野バイパス黒磯高架橋詳細設計業務,国土交通省(MLIT) 中国地方整備局,パシフィックコンサルタンツ株式会社,59180000,,,,,,,,,,
中国,953,2026/3/13,令和7年度岩国・大竹道路室の木地区橋梁詳細設計業務,国土交通省(MLIT) 中国地方整備局,株式会社ウエスコ,40020000,,,,,,,,,,
中国,954,2026/3/13,令和7年度台道・鋳銭司拡幅地質調査その2業務,国土交通省(MLIT) 中国地方整備局,株式会社エイト日本技術開発,30380000,,,,,,,,,,
中国,955,2026/3/13,令和7年度藤生長野バイパス藤生高架橋詳細設計業務,国土交通省(MLIT) 中国地方整備局,株式会社オリエンタルコンサルタンツ,48780000,,,,,,,,,,
中国,956,2026/3/13,令和7年度出雲バイパス地質調査業務,国土交通省(MLIT) 中国地方整備局,株式会社コスモ建設コンサルタント,38300000,,,,,,,,,,
中国,957,2026/3/13,令和7年度国道2号廿日市地区用地調査等その3業務,国土交通省(MLIT) 中国地方整備局,株式会社ヒロコン,31510000,,,,,,,,,,
中国,958,2026/3/13,令和7年度三隅・長門道路中山地区外地質調査業務,国土交通省(MLIT) 中国地方整備局,株式会社宇部セントラルコンサルタント,24500000,,,,,,,,,,
中国,959,2026/3/13,令和7年度三隅・長門道路上ゲ地区外地質調査業務,国土交通省(MLIT) 中国地方整備局,株式会社宇部建設コンサルタント,24000000,,,,,,,,,,
中国,960,2026/3/13,令和7年度藤生長野バイパス水文影響検討業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,40710000,,,,,,,,,,
中国,961,2026/3/13,令和7年度藤生長野バイパス大坪橋詳細設計業務,国土交通省(MLIT) 中国地方整備局,株式会社綜合技術コンサルタント,73830000,,,,,,,,,,
中国,962,2026/3/13,令和7年度藤生長野バイパス迫田橋詳細設計業務,国土交通省(MLIT) 中国地方整備局,株式会社長大,71260000,,,,,,,,,,
中国,963,2026/3/13,令和7年度木戸山峠道路改修測量その1業務,国土交通省(MLIT) 中国地方整備局,国際航業株式会社,34750000,,,,,,,,,,
中国,964,2026/3/13,令和7年度佐波川岸見地区樋門予備設計他業務,国土交通省(MLIT) 中国地方整備局,三井共同建設コンサルタント株式会社,18700000,,,,,,,,,,
中国,965,2026/3/13,令和7年度藤生長野バイパス通津外構造物設計業務,国土交通省(MLIT) 中国地方整備局,中電技術コンサルタント株式会社,44220000,,,,,,,,,,
中国,966,2026/3/13,令和7年度岩国・大竹道路岩国地区外測量設計業務,国土交通省(MLIT) 中国地方整備局,中電技術コンサルタント株式会社,20160000,,,,,,,,,,
中国,967,2026/3/13,令和7年度柳井・平生バイパス大内川橋詳細設計業務,国土交通省(MLIT) 中国地方整備局,日本工営株式会社,41470000,,,,,,,,,,
中国,968,2026/3/13,令和7年度藤生長野バイパス藤生外構造物設計業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,44970000,,,,,,,,,,
中国,969,2026/3/13,令和7年度木戸山峠道路改修道路予備設計業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,26100000,,,,,,,,,,
中国,970,2026/3/13,令和7年度台道・鋳銭司拡幅道路予備修正設計業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,40190000,,,,,,,,,,
中国,971,2026/3/13,令和7年度国道2号廿日市地区用地調査等その5業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,27600000,,,,,,,,,,
中国,972,2026/3/16,令和7年度山口東部交安設計業務,国土交通省(MLIT) 中国地方整備局,株式会社エイト日本技術開発,28870000,,,,,,,,,,
中国,973,2026/3/16,令和7年度大井・萩道路測量設計業務,国土交通省(MLIT) 中国地方整備局,株式会社オリエンタルコンサルタンツ,55430000,,,,,,,,,,
中国,974,2026/3/16,令和7年度広島南道路外測量設計業務,国土交通省(MLIT) 中国地方整備局,株式会社オリエンタルコンサルタンツ,24850000,,,,,,,,,,
中国,975,2026/3/16,令和7年度益田・田万川道路測量設計業務,国土交通省(MLIT) 中国地方整備局,株式会社ニュージェック,50270000,,,,,,,,,,
中国,976,2026/3/16,令和7年度藤生長野バイパス外用地調査等業務,国土交通省(MLIT) 中国地方整備局,株式会社孝栄設計コンサルタント,41540000,,,,,,,,,,
中国,977,2026/3/16,令和7年度広島南道路廿日市地区地質調査業務,国土交通省(MLIT) 中国地方整備局,基礎地盤コンサルタンツ株式会社,34150000,,,,,,,,,,
中国,978,2026/3/17,令和7年度大井・萩道路椿東地区外地質調査その2業務,国土交通省(MLIT) 中国地方整備局,トキワコンサルタント株式会社,22500000,,,,,,,,,,
中国,979,2026/3/17,令和7年度江の川上流排水機場除塵設備更新設計業務,国土交通省(MLIT) 中国地方整備局,パシフィックコンサルタンツ株式会社,19500000,,,,,,,,,,
中国,980,2026/3/17,令和7年度可部バイパス大林ONランプ橋詳細設計業務,国土交通省(MLIT) 中国地方整備局,パシフィックコンサルタンツ株式会社,70650000,,,,,,,,,,
中国,981,2026/3/17,令和7年度西条バイパス八本松トンネル設計業務,国土交通省(MLIT) 中国地方整備局,株式会社エイト日本技術開発,30980000,,,,,,,,,,
中国,982,2026/3/17,令和7年度鍵掛峠道路設計他業務,国土交通省(MLIT) 中国地方整備局,株式会社ニュージェック,49940000,,,,,,,,,,
中国,983,2026/3/17,令和7年度三次河川国道事務所管内電気通信設備設計業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,30330000,,,,,,,,,,
中国,984,2026/3/17,令和7年度鍵掛峠道路法面詳細設計業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,38840000,,,,,,,,,,
中国,985,2026/3/17,令和7年度国道2号廿日市地区用地調査等その4業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,36050000,,,,,,,,,,
中国,986,2026/3/17,令和7年度安芸津バイパス測量設計その2業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,27730000,,,,,,,,,,
中国,987,2026/3/17,令和7年度大井・萩道路大井地区外地質調査その2業務,国土交通省(MLIT) 中国地方整備局,株式会社山口建設コンサルタント,22100000,,,,,,,,,,
中国,988,2026/3/17,令和7年度江の川測量設計その3業務,国土交通省(MLIT) 中国地方整備局,八千代エンジニヤリング株式会社,28190000,,,,,,,,,,
中国,989,2026/3/17,令和7年度西条バイパス道路設計その2業務,国土交通省(MLIT) 中国地方整備局,八千代エンジニヤリング株式会社,37890000,,,,,,,,,,
中国,990,2026/3/17,令和7年度西条バイパス道路設計その1業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,37810000,,,,,,,,,,
中国,991,2026/3/17,令和7年度旭川ダムサイト周辺地質総合解析業務,国土交通省(MLIT) 中国地方整備局,未定,,,,,,,,,,,
中国,992,2026/3/17,令和7年度安芸南部山系航空レーザ測量他業務,国土交通省(MLIT) 中国地方整備局,令和7年度安芸南部山系航空レーザ測量他業務国際航業・西日本高速道路エンジニアリング中国設計共同体,32510000,,,,,,,,,,
中国,993,2026/3/18,令和7年度福山道路瀬戸地区外工事資料作成業務,国土交通省(MLIT) 中国地方整備局,いであ株式会社,30220000,,,,,,,,,,
中国,994,2026/3/18,令和7年度出雲河川事務所管内用地調査等その2業務,国土交通省(MLIT) 中国地方整備局,株式会社共立エンジニヤ,11980000,,,,,,,,,,
中国,995,2026/3/18,令和7年度天神川流域砂防自然環境調査業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,19230000,,,,,,,,,,
中国,996,2026/3/18,令和7年度益田・田万川道路市味跨線橋橋梁詳細設計業務,国土交通省(MLIT) 中国地方整備局,株式会社綜合技術コンサルタント,85490000,,,,,,,,,,
中国,997,2026/3/19,令和7年度台道・鋳銭司拡幅鋳銭司地区用地調査等業務,国土交通省(MLIT) 中国地方整備局,株式会社ウエスコ,25440000,,,,,,,,,,
中国,998,2026/3/19,令和7年度安芸南部山系直轄砂防地盤変動影響調査等その1業務,国土交通省(MLIT) 中国地方整備局,株式会社エイト日本技術開発,32930000,,,,,,,,,,
中国,999,2026/3/19,令和7年度台道・鋳銭司拡幅台道地区用地調査等業務,国土交通省(MLIT) 中国地方整備局,株式会社古川コンサルタント,27130000,,,,,,,,,,
中国,1000,2026/3/19,令和7年度安芸南部山系直轄砂防地盤変動影響調査等その2業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,28990000,,,,,,,,,,
中国,1001,2026/3/19,令和7年度安芸南部山系直轄砂防地盤変動影響調査等その3業務,国土交通省(MLIT) 中国地方整備局,西部技術コンサルタント株式会社,26090000,,,,,,,,,,
中国,1002,2026/3/2,令和7年度津山南道路道路設計他その4業務,国土交通省(MLIT) 中国地方整備局,シンワ技研コンサルタント株式会社,27140000,,,,,,,,,,
中国,1003,2026/3/2,令和8年度広島・山口県内橋梁他診断業務,国土交通省(MLIT) 中国地方整備局,一般財団法人橋梁調査会,,,,,,,,,,,
中国,1004,2026/3/2,令和8年度鳥取・島根・岡山県内橋梁他診断業務,国土交通省(MLIT) 中国地方整備局,一般財団法人橋梁調査会,,,,,,,,,,,
中国,1005,2026/3/2,令和7年度津山南道路高尾跨道橋橋梁詳細設計業務,国土交通省(MLIT) 中国地方整備局,株式会社片平新日本技研,18270000,,,,,,,,,,
中国,1006,2026/3/2,令和7年度岡山西バイパス北長瀬高架橋詳細設計その2業務,国土交通省(MLIT) 中国地方整備局,株式会社片平新日本技研,41450000,,,,,,,,,,
中国,1007,2026/3/2,令和7年度北条道路測量設計その4業務,国土交通省(MLIT) 中国地方整備局,西谷技術コンサルタント株式会社,24170000,,,,,,,,,,
中国,1008,2026/3/2,令和7年度津山南道路道路設計他その3業務,国土交通省(MLIT) 中国地方整備局,日本工営株式会社,28220000,,,,,,,,,,
中国,1009,2026/3/23,令和7年度太田川・小瀬川護岸等変状調査評価業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,26180000,,,,,,,,,,
中国,1010,2026/3/24,令和7年度太田川上流域地質調査その5業務,国土交通省(MLIT) 中国地方整備局,株式会社ヒロコン,34320000,,,,,,,,,,
中国,1011,2026/3/24,令和7年度江の川測量設計その4業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,28180000,,,,,,,,,,
中国,1012,2026/3/24,令和7年度太田川上流域地質調査その3業務,国土交通省(MLIT) 中国地方整備局,株式会社荒谷建設コンサルタント,41650000,,,,,,,,,,
中国,1013,2026/3/24,令和7年度江の川測量設計その5業務,国土交通省(MLIT) 中国地方整備局,日本工営株式会社,28030000,,,,,,,,,,
中国,1014,2026/3/24,令和7年度太田川上流域地質調査その4業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,38220000,,,,,,,,,,
中国,1015,2026/3/24,令和7年度太田川中流部堤防設計他業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,26380000,,,,,,,,,,
中国,1016,2026/3/27,令和7年度津ノ井バイパス家屋調査その2業務,国土交通省(MLIT) 中国地方整備局,株式会社ウエスコ,23150000,,,,,,,,,,
中国,1017,2026/3/3,令和7年度藤生長野バイパス黒磯外道路詳細設計業務,国土交通省(MLIT) 中国地方整備局,セントラルコンサルタント株式会社,51750000,,,,,,,,,,
中国,1018,2026/3/3,令和7年度岩国・大竹道路トンネル検討業務,国土交通省(MLIT) 中国地方整備局,中央復建コンサルタンツ株式会社,,,,,,,,,,,
中国,1019,2026/3/3,令和7年度藤生長野バイパス保津外道路詳細設計業務,国土交通省(MLIT) 中国地方整備局,中電技術コンサルタント株式会社,49120000,,,,,,,,,,
中国,1020,2026/3/4,令和7年度大山砂防管内測量設計業務,国土交通省(MLIT) 中国地方整備局,西谷技術コンサルタント株式会社,26480000,,,,,,,,,,
中国,1021,2026/3/5,令和7年度高梁川測量設計業務,国土交通省(MLIT) 中国地方整備局,いであ株式会社,29000000,,,,,,,,,,
中国,1022,2026/3/5,令和7年度吉井川測量設計業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,29540000,,,,,,,,,,
中国,1023,2026/3/5,令和7年度吉井川外測量設計業務,国土交通省(MLIT) 中国地方整備局,日本工営株式会社,28820000,,,,,,,,,,
中国,1024,2026/3/5,令和7年度高梁川測量設計その2業務,国土交通省(MLIT) 中国地方整備局,令和7年度高梁川測量設計その2業務エイト日本技術開発・西部技術コンサルタント設計共同体,28820000,,,,,,,,,,
中国,1025,2026/4/7,令和8年度中国管内溝橋診断業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,,,,,,,,,,,
中国,1026,,令和8年度佐波川河道計画検討他業務,国土交通省(MLIT) 中国地方整備局,いであ株式会社,,,,,,,,,,,
中国,1027,,令和7年度台道・鋳銭司拡幅測量業務,国土交通省(MLIT) 中国地方整備局,なし,,,,,,,,,,,
中国,1028,,水島港水島地区岸壁(-14m)(改良)施工検討業務(その2),国土交通省(MLIT) 中国地方整備局,一般財団法人港湾空港総合技術センター,,,,,,,,,,,
中国,1029,,令和8年度松江国道事務所管内改築事業監理業務,国土交通省(MLIT) 中国地方整備局,一般社団法人中国建設弘済会,,,,,,,,,,,
中国,1030,,令和8年度松江国道事務所管内交通安全事業外監理業務,国土交通省(MLIT) 中国地方整備局,一般社団法人中国建設弘済会,,,,,,,,,,,
中国,1031,,令和8年度浜田河川国道事務所道路事業監理業務,国土交通省(MLIT) 中国地方整備局,一般社団法人中国建設弘済会,,,,,,,,,,,
中国,1032,,令和7年度土木工事施工計画最適化検討業務,国土交通省(MLIT) 中国地方整備局,株式会社エイト日本技術開発,,,,,,,,,,,
中国,1033,,令和8年度広島国道事務所管内交通事故調査検討業務,国土交通省(MLIT) 中国地方整備局,株式会社オリエンタルコンサルタンツ,,,,,,,,,,,
中国,1034,,令和8年度岡山三川事業監理業務,国土交通省(MLIT) 中国地方整備局,株式会社シーエム・エンジニアリング,,,,,,,,,,,
中国,1035,,令和8年度広島国道管内事業評価等分析業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,,,,,,,,,,,
中国,1036,,令和8年度山口管内道路行政マネジメント業務,国土交通省(MLIT) 中国地方整備局,株式会社建設技術研究所,,,,,,,,,,,
中国,1037,,令和7年度総社一宮バイパス松尾地区用地調査等その2業務,国土交通省(MLIT) 中国地方整備局,株式会社広洋コンサルタント,26770000,,,,,,,,,,
中国,1038,,令和7年度旭川ダム再生橋梁予備設計業務,国土交通省(MLIT) 中国地方整備局,株式会社長大,,,,,,,,,,,
中国,1039,,令和8年度広島都市圏道路整備検討業務,国土交通省(MLIT) 中国地方整備局,株式会社長大,,,,,,,,,,,
中国,1040,,令和8年度呉都市圏道路整備検討業務,国土交通省(MLIT) 中国地方整備局,株式会社長大,,,,,,,,,,,
中国,1041,,令和8年度木戸山地区環境影響検討業務,国土交通省(MLIT) 中国地方整備局,株式会社長大,,,,,,,,,,,
中国,1042,,令和7年度出雲バイパス環境調査業務,国土交通省(MLIT) 中国地方整備局,株式会社長大,,,,,,,,,,,
中国,1043,,令和8年度芦田川下流流量観測業務,国土交通省(MLIT) 中国地方整備局,記載なし,,,,,,,,,,,
中国,1044,,令和8年度佐波川水系河川管理施設監理検討業務,国土交通省(MLIT) 中国地方整備局,日本工営株式会社,,,,,,,,,,,
中国,1045,,令和8年度旭川ダム再生事業積算検討他業務,国土交通省(MLIT) 中国地方整備局,日本振興株式会社,,,,,,,,,,,
中国,1046,,令和8年度広島国道管内渋滞マネジメント業務,国土交通省(MLIT) 中国地方整備局,八千代エンジニヤリング(株,,,,,,,,,,,
中国,1047,,令和8年度佐波川流域防災対策検討業務,国土交通省(MLIT) 中国地方整備局,八千代エンジニヤリング株式会社,,,,,,,,,,,
中国,1048,,令和8年度山口南部地域道路概略検討外業務,国土交通省(MLIT) 中国地方整備局,八千代エンジニヤリング株式会社,,,,,,,,,,,
中国,1049,,令和8年度松江国道事務所管内道路マネジメント業務,国土交通省(MLIT) 中国地方整備局,復建調査設計株式会社,,,,,,,,,,,
中国,1050,,令和7年度国道2号宮島口地区観光渋滞マネジメント業務,国土交通省(MLIT) 中国地方整備局,令和7年度国道2号宮島口地区観光渋滞マネジメント業務八千代エンジニヤリング・道路計画設計共同体,,,,,,,,,,,
中国,1051,,令和7年度国道31号呉駅交通ターミナル外管理運営検討業務,国土交通省(MLIT) 中国地方整備局,令和7年度国道31号呉駅交通ターミナル外管理運営検討業務長大・日本総合研究所設計共同体,,,,,,,,,,,
中国,1052,,令和8年度島地川ダム管理フォローアップ検討業務,国土交通省(MLIT) 中国地方整備局,令和8年度島地川ダム管理フォローアップ検討業務水源地環境センター・八千代エンジニヤリング設計共同体,,,,,,,,,,,
四国,1053,2026/3/12,令和7ー8年度 四国管内河川管理高度化・効率化検討業務,国土交通省(MLIT) 四国地方整備局,いであ株式会社,24970000,,,,,,,,,,
四国,1054,2026/1/16,令和7ー8年度 四国横断道環境調査業務,国土交通省(MLIT) 四国地方整備局,いであ株式会社,33300000,,,,,,,,,,
四国,1055,2026/3/9,令和7ー8年度 徳島南環状道路設計外(その2)業務,国土交通省(MLIT) 四国地方整備局,エスシー企画株式会社,25500000,,,,,,,,,,
四国,1056,2026/3/6,令和7ー8年度 徳島管内交通安全施設設計業務,国土交通省(MLIT) 四国地方整備局,エスシー企画株式会社,13500000,,,,,,,,,,
四国,1057,2026/3/6,令和7ー8年度 大方四万十道路構造物設計業務,国土交通省(MLIT) 四国地方整備局,エスシー企画株式会社,49050000,,,,,,,,,,
四国,1058,2026/3/6,令和7ー8年度 窪川佐賀道路構造物設計(その3)業務,国土交通省(MLIT) 四国地方整備局,エスシー企画株式会社,53200000,,,,,,,,,,
四国,1059,2026/3/2,令和7ー8年度 宿毛内海道路(2ー1工区)設計(その1)業務,国土交通省(MLIT) 四国地方整備局,エスシー企画株式会社,27890000,,,,,,,,,,
四国,1060,2026/2/26,令和7ー8年度 四国横断道橋梁詳細修正設計外業務,国土交通省(MLIT) 四国地方整備局,エスシー企画株式会社,29140000,,,,,,,,,,
四国,1061,2026/3/3,令和7ー8年度 川之江三島バイパス設計(その2)業務,国土交通省(MLIT) 四国地方整備局,エスシー企画株式会社,21700000,,,,,,,,,,
四国,1062,2026/2/13,令和7ー8年度 野根安倉道路道路詳細設計外(その1)業務,国土交通省(MLIT) 四国地方整備局,エスシー企画株式会社,36360000,,,,,,,,,,
四国,1063,2026/3/3,令和7ー8年度 老門箇所地質調査(その2)業務,国土交通省(MLIT) 四国地方整備局,ニタコンサルタント株式会社,13400000,,,,,,,,,,
四国,1064,2026/2/13,令和7ー8年度 宿毛内海道路(2ー1工区)地質調査業務,国土交通省(MLIT) 四国地方整備局,ニタコンサルタント株式会社,24760000,,,,,,,,,,
四国,1065,2025/12/11,松山港国有港湾施設維持管理計画書更新業務,国土交通省(MLIT) 四国地方整備局 松山港湾・空港整備事務所,パシフィックコンサルタンツ株式会社,1800000,,,,,,,,,,
四国,1066,2026/1/30,令和7ー8年度 奈半利安芸道路(奈半利安田)予備修正設計業務,国土交通省(MLIT) 四国地方整備局,パシフィックコンサルタンツ株式会社,21720000,,,,,,,,,,
四国,1067,2026/3/16,令和7ー8年度 水文観測データ解析業務,国土交通省(MLIT) 四国地方整備局,一般財団法人河川情報センター,9966000,,,,,,,,,,
四国,1068,2026/3/2,令和7ー8年度 那賀川河床材料調査業務,国土交通省(MLIT) 四国地方整備局,応用地質株式会社,10780000,,,,,,,,,,
四国,1069,2026/3/10,令和7ー8年度 重信川管内地質調査業務,国土交通省(MLIT) 四国地方整備局,応用地質株式会社,26660000,,,,,,,,,,
四国,1070,2026/3/3,令和7ー8年度 長安口ダム地すべり検討業務,国土交通省(MLIT) 四国地方整備局,応用地質株式会社,14270000,,,,,,,,,,
四国,1071,2025/12/26,令和7ー8年度 大洲管内トンネル補修設計業務,国土交通省(MLIT) 四国地方整備局,応用地質株式会社,12900000,,,,,,,,,,
四国,1072,2026/3/4,令和7ー8年度 土器川水辺現地調査(環境基図)業務,国土交通省(MLIT) 四国地方整備局,株式会社ウエスコ,14390000,,,,,,,,,,
四国,1073,2025/12/16,令和7ー8年度 福井道路(橘地区外)用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社ウエストコンサルタント,10890000,,,,,,,,,,
四国,1074,2025/12/19,令和7ー8年度 奈半利安芸道路(東島地区東)用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社ウエストコンサルタント,19770000,,,,,,,,,,
四国,1075,2026/3/13,令和7ー8年度 大洲管内トンネル点検業務,国土交通省(MLIT) 四国地方整備局,株式会社エイト日本技術開発,64650000,,,,,,,,,,
四国,1076,2026/2/24,令和7ー8年度 安芸道路裁決申請図書作成等業務,国土交通省(MLIT) 四国地方整備局,株式会社エイト日本技術開発,4500000,,,,,,,,,,
四国,1077,2026/2/20,令和7ー8年度 吉野川水系とぎの谷砂防堰堤用地調査等業務,国土交通省(MLIT) 四国地方整備局,株式会社エイト日本技術開発,10100000,,,,,,,,,,
四国,1078,2026/3/18,令和7ー8年度 唐浜トンネル詳細設計業務,国土交通省(MLIT) 四国地方整備局,株式会社エイト日本技術開発,52910000,,,,,,,,,,
四国,1079,2026/3/3,令和7ー8年度 那賀川漏水対策設計外業務,国土交通省(MLIT) 四国地方整備局,株式会社エイト日本技術開発,16020000,,,,,,,,,,
四国,1080,2026/3/9,令和7ー8年度 今治道路土石流対策工詳細設計業務,国土交通省(MLIT) 四国地方整備局,株式会社エイト日本技術開発,47080000,,,,,,,,,,
四国,1081,2025/12/16,令和7ー8年度 香川管内構造物設計業務,国土交通省(MLIT) 四国地方整備局,株式会社エイト日本技術開発,17830000,,,,,,,,,,
四国,1082,2026/3/12,高知港海岸津波対策検討業務,国土交通省(MLIT) 四国地方整備局,株式会社エコー,20834000,,,,,,,,,,
四国,1083,2026/3/12,高知港海岸津波対策検討業務,国土交通省(MLIT) 四国地方整備局 高知港湾・空港整備事務所,株式会社エコー,20834000,,,,,,,,,,
四国,1084,2026/3/9,令和7ー8年度 牟岐バイパス道路設計外業務,国土交通省(MLIT) 四国地方整備局,株式会社エコー建設コンサルタント,24450000,,,,,,,,,,
四国,1085,2026/3/3,令和7ー8年度 老門箇所地質調査(その1)業務,国土交通省(MLIT) 四国地方整備局,株式会社エス・ビー・シー,13380000,,,,,,,,,,
四国,1086,2026/3/12,令和7ー8年度 野根安倉道路地質調査その3業務,国土交通省(MLIT) 四国地方整備局,株式会社エス・ビー・シー,31890000,,,,,,,,,,
四国,1087,2026/2/25,令和7ー8年度 宍喰川大橋修正設計業務,国土交通省(MLIT) 四国地方整備局,株式会社オリエンタルコンサルタンツ,69430000,,,,,,,,,,
四国,1088,,令和7ー8年度 長洲川高架橋予備設計業務,国土交通省(MLIT) 四国地方整備局,株式会社オリエンタルコンサルタンツ,,,,,,,,,,,
四国,1089,2026/2/25,令和7ー9年度 今治労働総合庁舎工事監理(2)業務,国土交通省(MLIT) 四国地方整備局,株式会社キュウアンドキュウ設計,20190000,,,,,,,,,,
四国,1090,2026/3/3,令和7ー8年度 松山外環状道路インター東線地質調査業務,国土交通省(MLIT) 四国地方整備局,株式会社シアテック,16540000,,,,,,,,,,
四国,1091,2026/2/9,令和7ー8年度 仁淀川環境整備効果検討業務,国土交通省(MLIT) 四国地方整備局,株式会社ニュージェック,,,,,,,,,,,
四国,1092,2025/12/26,令和7ー8年度 肱川只越地区地盤調査検討業務,国土交通省(MLIT) 四国地方整備局,株式会社ニュージェック,14500000,,,,,,,,,,
